Word,Inverted List
escolheu,{(13 1) (28 1) (90 1)}
inimiga,{(13 1) (129 1)}
orçamento,{(16 1) (60 1) (13 2) (18 1)}
20,{(23 4) (13 2) (78 4) (16 2) (81 1) (15 1) (130 1) (110 1) (28 1) (56 1) (133 1) (115 1) (33 1) (18 1) (90 1) (21 1) (84 2) (131 1) (116 1) (29 1) (121 1) (119 1) (88 1) (63 1)}
deixei,{(13 1)}
obviamente,{(13 1)}
batendo,{(13 1) (63 1)}
bolsa,{(13 2) (58 1) (87 1)}
dizendo,{(13 1) (61 1) (54 1) (99 1) (64 2) (66 1)}
esmola,{(29 1) (84 1) (13 2)}
pobre,{(77 1) (13 1) (130 1) (80 1) (29 1) (120 1) (88 1) (78 2)}
portas,{(13 1) (69 1) (34 1)}
abrindo,{(13 1) (69 1) (71 1)}
pobres,{(45 1) (13 3) (80 4) (15 1) (16 1) (58 2) (88 2) (55 1) (69 2)}
superassem,{(13 1)}
necessidade,{(13 2) (66 1) (15 1) (16 1) (70 2) (87 1) (54 1) (100 1) (33 1)}
conhecimento,{(33 2) (13 1) (98 3) (92 1) (87 1) (131 1) (129 1)}
domínio,{(16 1) (13 1) (115 1)}
ameaças,{(16 1) (13 1) (75 2) (64 2)}
comemorações,{(13 1) (22 1)}
ressaltou,{(88 1) (13 1)}
mobilização,{(13 1) (131 2)}
popular,{(96 1) (13 1) (123 1) (58 1) (89 4) (52 1) (111 1) (16 1) (29 1) (129 5) (28 1) (89 1) (42 1) (88 1) (18 1)}
massiva,{(13 1) (51 1) (101 1)}
ruas,{(16 1) (13 1) (101 1) (22 1) (97 1)}
expresso,{(13 1)}
defendendo,{(16 1) (13 1)}
obrigados,{(112 1) (13 1)}
defender,{(13 1) (27 1) (76 1) (38 1) (58 3) (130 1) (92 1) (119 1) (33 1) (127 1)}
ambientais,{(80 1) (13 1)}
ameaça,{(13 1) (78 1) (27 1) (60 1) (35 1)}
acordado,{(13 1)}
pacto,{(13 1) (45 1) (87 2) (97 1) (129 1) (28 1) (106 3) (33 1)}
mínimo,{(45 1) (16 2) (66 1) (15 1) (23 3) (125 1) (28 1) (130 3) (74 1) (30 4) (18 1) (31 1) (29 6) (77 1) (13 1) (15 2) (84 2) (98 1) (80 1) (124 1) (121 1)}
hora,{(13 1) (78 1) (58 1) (95 2) (16 3) (101 2) (50 1)}
entender,{(13 1) (110 1) (66 6) (108 1) (58 1) (74 1) (78 2)}
precisa,{(129 2) (13 1) (66 6) (137 1) (104 1) (110 1) (88 2) (130 2) (100 2) (54 1)}
representar,{(13 1) (110 1)}
agregou,{(13 1)}
torno,{(13 1) (108 2) (131 3) (30 2) (16 1) (28 1) (89 1) (92 1) (130 3) (33 1) (18 1)}
obscurantista,{(13 1) (33 1) (106 1)}
ex-presidente,{(32 1) (71 1) (43 1) (129 9) (56 1) (51 1) (36 1) (13 1) (126 1) (52 3) (121 5) (134 1) (38 2) (55 1) (101 1) (123 2) (20 4)}
criticou,{(13 1) (20 1)}
arbitrariedades,{(13 1) (78 1)}
operação,{(13 1) (62 1) (99 2) (52 3) (38 1) (35 1) (87 1) (56 1) (78 2) (50 1)}
lava,{(13 1) (35 2) (126 1) (52 3) (62 2) (38 3) (70 3) (50 6) (28 1) (31 3)}
jato,{(13 1) (35 2) (123 1) (50 3) (126 1) (50 2) (52 2) (70 1) (62 2) (52 1) (38 3) (70 2) (28 1) (31 3)}
serviram,{(13 1)}
estadista,{(13 1) (58 1)}
povo,{(97 2) (96 1) (71 1) (104 1) (99 1) (125 1) (28 1) (56 1) (100 1) (96 2) (129 2) (13 1) (123 1) (109 2) (103 1) (72 1) (111 1) (80 1) (16 1) (88 3) (121 1) (103 2)}
geramos,{(13 1)}
saldo,{(56 1) (13 1)}
empregos,{(78 2) (13 2) (58 1)}
líquidos,{(13 1)}
governamos,{(13 1)}
pagando,{(13 1) (66 1) (55 1)}
preço,{(13 1) (54 1) (121 3) (66 2)}
resumiu,{(13 1) (119 1)}
inacreditável,{(13 1) (70 1) (106 1)}
honesto,{(13 1)}
filhos,{(65 2) (13 1) (41 1) (105 1) (71 1) (72 1) (99 1) (131 1) (16 1) (55 1) (119 1) (115 1)}
tratam,{(13 1) (58 1)}
velho,{(32 1) (13 1) (60 1)}
veem,{(13 1) (25 1) (74 1)}
medula,{(13 1)}
comprometida,{(13 1) (110 1)}
reforçou,{(13 1)}
importância,{(32 1) (13 1) (108 1) (88 1) (101 1) (129 1)}
setores,{(16 1) (13 1) (116 1) (88 1)}
retrocessos,{(13 1)}
trabalhadora,{(13 1) (54 1) (23 1)}
bancário,{(13 1)}
tributário,{(13 1)}
arrecadar,{(13 1) (84 1) (55 1)}
ricos,{(80 1) (13 1) (45 1) (29 1) (120 1) (78 2)}
fortalecimento,{(13 1) (78 1) (28 1) (131 3) (33 1)}
redução,{(13 1) (66 1)}
desigualdades,{(80 1) (13 1) (86 1) (131 4) (15 1)}
cara,{(16 1) (13 1) (78 1) (27 1) (78 5) (56 1) (111 1)}
generoso,{(13 1)}
tolerante,{(13 1)}
oportunidades,{(56 1) (13 1) (80 1) (33 1)}
vinha,{(80 1) (13 1) (110 1) (51 1) (54 1) (115 1)}
construído,{(13 1) (58 1)}
tijolo,{(13 2)}
finalizou,{(13 1) (90 1)}
quarta-feira,{(30 1) (27 1) (21 1) (116 1) (15 1) (29 1) (110 1) (121 1) (23 1) (63 1)}
3,{(121 1) (26 1) (15 1)}
defendeu,{(55 1) (15 1)}
marcada,{(126 1) (15 1)}
sessão,{(56 1) (69 1) (58 3) (97 1) (15 1)}
discussões,{(129 1) (100 1) (33 1) (15 1)}
interessantes,{(15 1)}
concentrou,{(109 1) (15 1)}
capitalização,{(58 5) (130 3) (60 1) (72 1) (15 1)}
assunto,{(64 1) (16 1) (126 1) (107 1) (131 1) (130 1) (15 1)}
conste,{(15 1)}
enviou,{(16 1) (20 2) (85 1) (15 1)}
repartição,{(33 1) (15 2)}
trabalhadores,{(30 1) (76 1) (80 4) (116 2) (48 3) (20 1) (84 1) (15 1) (125 1) (56 3) (29 2) (45 2) (41 1) (20 2) (129 1) (16 1) (54 4) (121 1) (55 1) (130 4)}
financiam,{(15 1)}
aposentadoria,{(15 3) (116 1) (16 1) (130 2) (30 4) (86 1) (115 1) (63 1)}
inativos,{(15 1)}
avião,{(16 1) (22 2) (15 1)}
gasolina,{(15 1)}
mar,{(32 1) (121 1) (15 1)}
várias,{(93 1) (121 2) (38 1) (131 1) (66 1) (15 1)}
bombas,{(85 1) (97 1) (34 1) (15 1)}
solução,{(76 2) (27 1) (104 1) (130 1) (15 1) (93 1) (125 1) (60 1)}
banque,{(15 1)}
contribuição,{(45 1) (15 2) (84 2) (23 8) (86 5) (15 1) (23 3) (86 1) (63 1)}
empresários,{(120 1) (55 1) (15 1)}
evitar,{(80 1) (129 1) (15 1)}
massa,{(16 1) (63 1) (15 1)}
chegue,{(15 1)}
velhice,{(45 1) (72 2) (15 1)}
recursos,{(129 2) (33 3) (58 1) (131 1) (15 1) (80 1) (60 1) (87 1) (56 1) (101 1) (119 1) (74 3)}
criação,{(27 1) (99 1) (131 1) (15 1) (16 1) (55 1) (56 1) (31 3) (33 1)}
camada,{(15 1)}
complementar,{(129 2) (45 1) (30 3) (130 1) (15 1)}
receberia,{(15 1)}
tarde,{(91 1) (76 1) (99 1) (85 2) (15 1) (16 1) (48 1) (78 1) (57 1) (121 1) (87 1) (115 1)}
questionado,{(80 1) (55 2) (15 1)}
explicou,{(64 1) (31 1) (74 1) (55 1) (119 1) (99 1) (15 1)}
controversos,{(15 1)}
oposição,{(131 2) (28 4) (76 1) (97 3) (58 1) (80 3) (58 2) (15 1) (80 1) (88 2)}
conseguiu,{(76 1) (104 1) (99 1) (130 1) (15 1) (16 1) (121 1) (55 1) (56 1)}
provar,{(58 1) (15 1)}
falhou,{(15 1)}
justificar,{(70 1) (35 1) (58 1) (15 1)}
consideradas,{(129 1) (89 1) (15 1)}
cruéis,{(89 1) (15 1)}
mudança,{(75 4) (15 2) (126 3) (130 1) (66 10)}
bpc,{(16 1) (45 1) (40 1) (29 4) (15 1)}
rural,{(16 1) (45 1) (48 1) (89 1) (51 1) (55 2) (15 1)}
argumentos,{(78 1) (92 1) (74 1) (15 1) (58 2)}
discutíveis,{(131 1) (15 1)}
rebater,{(68 1) (15 1)}
aprofunda,{(15 1)}
gênero,{(33 2) (98 2) (66 2) (131 5) (15 1)}
aposenta,{(86 1) (23 1) (15 1)}
idade,{(86 3) (45 1) (109 1) (59 1) (15 2) (40 1) (84 1) (87 2) (23 9) (87 1) (60 1) (23 1) (88 1) (101 1) (33 1)}
ganha,{(74 1) (130 2) (131 1) (129 1) (15 1)}
piora,{(131 1) (15 1)}
exigir,{(16 1) (97 1) (23 1) (15 1)}
professoras,{(87 1) (106 1) (15 1)}
dramático,{(15 1)}
docente,{(15 1)}
nove,{(80 1) (124 1) (60 1) (15 1)}
aposentar,{(86 2) (58 1) (63 2) (23 6) (131 1) (130 1) (15 1)}
fazê-lo,{(66 1) (15 1)}
metade,{(45 1) (30 1) (137 1) (16 2) (80 2) (15 1) (81 1) (31 2) (56 1) (130 4) (18 1)}
consegue,{(32 1) (27 1) (84 1) (58 2) (15 1) (87 1) (66 2) (63 1)}
comprovar,{(84 1) (130 1) (15 1)}
difícil,{(77 1) (94 1) (126 1) (108 1) (58 1) (40 1) (66 1) (15 1) (130 1) (107 1) (119 1) (88 1)}
imaginar,{(80 1) (109 1) (56 1) (121 1) (136 1) (115 1) (15 1)}
taxa,{(80 1) (94 1) (116 1) (15 1)}
melhore,{(15 1)}
informalidade,{(84 1) (15 1)}
crescente,{(75 1) (28 1) (105 1) (40 1) (15 1)}
privilégios,{(88 1) (45 1) (74 1) (15 1)}
retórico,{(15 1)}
prático,{(70 2) (15 1)}
83,{(15 1)}
prometida,{(91 1) (15 1)}
trilionária,{(15 1)}
virá,{(60 1) (15 1)}
geral,{(45 1) (20 3) (58 1) (53 1) (70 1) (115 1) (20 1) (98 1) (15 1) (16 1) (92 2) (42 1) (74 1) (54 1) (51 1)}
benefício,{(84 1) (130 1) (15 1) (16 1) (29 1) (89 1) (86 1) (23 7)}
prestação,{(16 1) (29 1) (30 1) (80 1) (84 1) (15 1)}
continuada,{(33 2) (16 1) (29 1) (87 3) (84 1) (15 1)}
abono,{(45 1) (15 1)}
salarial,{(80 1) (45 1) (84 1) (116 1) (15 1)}
mecanismo,{(110 1) (15 2)}
libera,{(15 1)}
mudanças,{(45 1) (70 1) (131 1) (15 1) (16 1) (80 1) (110 1) (106 1) (23 1) (50 1)}
mínima,{(60 1) (23 1) (40 1) (84 1) (15 1)}
cálculo,{(15 1)}
via,{(97 2) (62 1) (58 1) (66 1) (15 1) (112 1) (93 1) (121 1) (106 1) (129 1)}
lei,{(131 15) (30 1) (76 1) (66 1) (15 1) (110 1) (87 1) (30 4) (54 1) (101 2) (126 1) (131 3) (103 1) (110 4) (80 3) (131 1) (116 1) (16 1) (70 3) (119 3) (129 10) (101 1) (129 1)}
criticadas,{(15 1)}
acusam,{(15 1)}
colocar,{(53 1) (115 1) (81 1) (66 1) (15 1) (80 1) (78 1) (74 1) (69 1) (54 1) (78 2)}
conquistados,{(87 1) (29 1) (15 1)}
interpretação,{(101 3) (30 1) (101 1) (126 2) (35 1) (129 1) (15 1)}
bastante,{(25 1) (58 1) (121 1) (65 1) (66 1) (15 1)}
questionável,{(16 1) (15 1)}
prática,{(54 2) (72 1) (85 1) (66 1) (15 1) (16 1) (81 2) (110 1) (87 1)}
facilita,{(41 1) (15 1)}
tramitação,{(45 1) (131 2) (40 1) (63 1) (15 1)}
alterar,{(55 1) (30 1) (75 1) (15 1)}
norma,{(15 1)}
3/5,{(15 1)}
308,{(45 1) (30 1) (15 1)}
49,{(45 1) (30 1) (86 1) (115 1) (15 1)}
senado,{(16 1) (15 2) (55 1) (131 1) (111 1)}
turnos,{(30 1) (131 1) (15 2)}
leis,{(80 1) (45 1) (131 2) (93 1) (125 1) (16 2) (15 1)}
complementares,{(45 1) (15 1)}
passam,{(56 1) (78 2) (15 1)}
votos,{(56 1) (101 1) (45 2) (15 1)}
257,{(45 1) (30 1) (15 1)}
41,{(80 1) (45 1) (30 1) (88 1) (15 1)}
turno,{(94 1) (124 1) (131 1) (18 1) (15 1)}
raro,{(16 1)}
estrearem,{(16 1)}
ciclo,{(16 1) (51 1) (66 1) (87 1)}
diferença,{(16 1) (86 3) (18 1) (71 1)}
mandato,{(28 2) (103 1) (104 1) (101 1) (16 3) (131 1) (71 1)}
presidentes,{(88 1) (60 1) (16 2)}
calendário,{(16 1)}
eleitoral,{(129 2) (94 1) (97 3) (129 14) (16 2) (129 5) (28 1) (74 1) (54 1) (129 1)}
encontro,{(16 1) (70 2) (107 1) (55 1) (120 1) (19 1) (65 1)}
temporal,{(16 1)}
significar,{(16 1) (30 1)}
novas,{(45 1) (30 1) (70 1) (84 1) (16 1) (75 1) (28 1) (106 1) (23 1)}
eras,{(16 1)}
apontar,{(16 1)}
caminhos,{(16 1) (99 1)}
contrastantes,{(16 1)}
observar-se,{(16 1)}
ultradireitista,{(16 1)}
andrés,{(16 2)}
manuel,{(16 2)}
lópez,{(16 1)}
obrador,{(16 4)}
mexicana,{(16 1)}
conheça,{(16 1) (94 1)}
doze,{(16 1)}
tópicos,{(16 1) (129 1)}
comparando,{(16 1)}
chefes,{(16 1) (66 1)}
gigantes,{(16 1) (80 1) (66 1)}
américa,{(16 1) (125 1) (52 1)}
latina,{(16 1) (125 1) (52 1)}
distanciam,{(16 1)}
quatro,{(105 1) (137 1) (16 4) (99 1) (88 1) (116 1) (55 2) (66 1) (121 1) (42 1) (55 1) (74 1) (133 1) (86 1)}
quilômetros,{(16 1)}
separam,{(16 1)}
aumentou,{(16 1) (109 1) (80 1) (58 1) (104 1) (94 2)}
16,{(109 1) (131 3) (55 1) (116 2) (134 1) (53 2) (16 2)}
real,{(45 1) (77 1) (109 1) (58 1) (103 1) (16 2) (130 1) (70 2) (124 1) (54 1) (18 1)}
descontada,{(16 1)}
inflação,{(16 1) (89 1) (97 1)}
elevação,{(16 1) (84 1)}
ganhos,{(16 1) (127 1)}
assalariada,{(16 1)}
desde,{(91 1) (75 2) (16 2) (55 2) (110 1) (107 1) (28 1) (87 1) (27 2) (51 1) (33 1) (126 1) (104 2) (55 1) (21 1) (131 1) (48 2) (34 1) (122 2) (124 1) (66 2) (110 2)}
1989,{(16 1) (121 1)}
aposentados,{(16 1) (30 1) (121 1) (58 1)}
dobrou,{(16 1)}
repasses,{(33 1) (16 2)}
idosos,{(29 1) (84 1) (58 1) (84 2) (85 1) (16 2)}
vulnerabilidade,{(16 1) (131 1)}
represou,{(16 1)}
previsto,{(16 1) (62 1) (131 3) (101 1) (52 1)}
proporcionando,{(16 1)}
ganho,{(16 1) (78 1) (51 1) (108 1)}
desenhada,{(16 1)}
equipe,{(33 2) (92 1) (87 1) (134 1) (99 1) (85 2) (16 2)}
econômica,{(94 1) (116 1) (66 1) (16 1) (80 1) (125 1) (60 1) (28 1) (51 1)}
sinaliza,{(16 1) (108 1)}
transferidos,{(16 1)}
zona,{(21 1) (113 1) (16 1) (48 1) (78 1) (121 1) (119 1) (96 3)}
urbana,{(16 1)}
cujo,{(31 1) (45 2) (137 1) (122 1) (136 1) (53 1) (16 2) (110 1) (119 1) (74 2)}
reduzido,{(16 2)}
atualmente,{(66 1) (98 1) (16 1) (125 1) (78 1) (74 1) (55 1) (119 1) (51 1)}
pago,{(16 1) (31 3) (80 1)}
cem,{(133 1) (16 4)}
chegaram,{(16 1) (48 1) (55 1) (81 1) (68 1) (80 2)}
otimismo,{(16 1)}
projetado,{(16 1) (20 2) (119 1)}
mexicano,{(16 3)}
vivenciar,{(16 1)}
levantamento,{(16 1) (137 1) (85 1) (91 2) (51 1)}
jornal,{(91 1) (73 1) (53 1) (93 3) (16 1) (78 1) (134 2) (42 1) (55 1) (88 1) (133 1) (51 1)}
financeiro,{(16 1) (58 5) (130 2) (38 1) (51 1) (58 2)}
79,{(16 1) (130 1)}
percentual,{(16 1) (31 1)}
superior,{(33 2) (105 1) (116 2) (16 2) (75 3) (98 1) (80 1) (125 1) (54 1) (51 1)}
questionamento,{(16 1) (19 1) (58 1)}
liderar,{(16 1)}
interferência,{(16 1) (129 1)}
agenda,{(16 1) (60 1) (100 1) (53 3)}
fraco,{(16 1) (91 2)}
econômico,{(64 1) (30 1) (45 2) (80 2) (130 1) (16 1) (60 1) (89 1) (100 1)}
considerada,{(16 1) (48 1) (126 1) (116 1)}
irresponsável,{(16 1) (89 1)}
incendiária,{(16 1)}
cujos,{(16 1) (80 1) (129 1)}
exemplos,{(16 1) (78 1) (131 1)}
postagem,{(16 1) (93 1) (17 1)}
pornográfico,{(16 1)}
exaltação,{(16 1) (88 1)}
fazem,{(64 1) (45 1) (137 1) (71 1) (103 1) (131 1) (16 1) (80 1) (78 1) (75 1) (125 1)}
cargo,{(94 1) (137 1) (71 1) (103 1) (16 2) (129 1) (101 1) (33 1)}
possua,{(16 1)}
34,{(16 1) (115 1)}
divulgados,{(16 1)}
ibope,{(16 1) (115 2) (104 1) (91 3) (114 1)}
viagem,{(16 1) (78 1) (137 1) (58 1)}
território,{(16 1) (48 1)}
percorreu,{(16 1) (103 1)}
diferentes,{(16 1) (121 1) (88 1) (70 1) (131 1) (66 1) (51 5)}
províncias,{(16 1)}
impulsionar,{(16 1)}
ênfase,{(16 1) (66 1)}
projetos,{(131 1) (20 1) (16 2) (66 1) (60 1) (106 1) (88 1) (69 1) (131 16)}
acapulco,{(16 1)}
litoral,{(16 1)}
sonora,{(16 1)}
fronteira,{(16 1) (78 2)}
norte,{(16 1) (78 1) (131 1) (96 1)}
lançou,{(16 1) (58 1) (53 3)}
melhoramento,{(16 1)}
urbano,{(16 1) (45 1) (70 1) (80 1)}
luis,{(16 1)}
potosí,{(16 1)}
centro,{(40 1) (70 1) (94 2) (99 1) (98 1) (16 1) (80 1) (78 1) (74 1) (23 1) (65 1) (18 1)}
anunciar,{(16 1) (134 1)}
instalação,{(16 1) (41 1)}
unidades,{(16 1) (80 2)}
prometeu,{(16 1)}
viabilizar,{(16 1) (130 1)}
veracruz,{(16 1)}
região,{(48 1) (131 2) (121 1) (56 1) (80 3) (85 2) (16 2)}
golfo,{(16 1)}
guadalajara,{(16 1)}
oeste,{(16 1) (121 1) (119 1) (53 1) (113 1)}
guerrero,{(16 1)}
entregou,{(16 1) (48 1)}
cartões,{(16 1)}
integral,{(16 1) (110 1) (23 5) (23 1) (131 1) (84 1)}
portadoras,{(16 1)}
deficiência,{(16 1) (29 1) (84 1)}
percurso,{(16 1)}
contando,{(16 1) (20 1) (57 1)}
mês,{(45 1) (94 1) (104 1) (116 1) (113 1) (16 1) (93 1) (78 1) (55 1) (88 1) (133 1) (86 1) (68 1) (18 1) (63 1)}
suíça,{(16 1)}
titular,{(16 1) (120 1) (129 1)}
ausentou-se,{(16 1)}
afora,{(16 1)}
licença,{(16 1)}
concentra,{(16 1)}
atividades,{(16 1) (56 1) (131 1) (33 1) (80 2)}
brasília,{(16 1) (55 1) (74 1) (71 1) (70 1) (99 1) (97 1)}
passagens,{(16 1)}
nordeste,{(16 1) (48 1) (80 1) (80 4)}
praticamente,{(16 1) (80 1) (91 1) (124 1) (84 1) (130 1)}
ignorados,{(16 1)}
considerar-se,{(16 1)}
compromissos,{(16 1) (33 1)}
realizados,{(16 1) (53 1)}
diminuiu,{(16 1)}
60,{(23 4) (30 1) (58 1) (84 2) (38 1) (99 1) (16 2) (55 1) (115 1)}
reais,{(120 1) (58 2) (16 3) (45 3)}
24,{(16 1) (92 1) (26 1) (23 1) (53 1) (100 1)}
determinando,{(16 1) (93 1)}
funcionário,{(16 1) (34 1)}
recebe,{(16 1) (86 1)}
alcançado,{(16 1) (84 1)}
chefe,{(41 1) (16 3) (99 1) (49 1) (17 1) (111 1) (55 3) (51 1) (97 1)}
executivo,{(45 1) (71 1) (40 1) (131 1) (16 2) (80 1) (56 1) (51 1) (31 1)}
pôs,{(16 1)}
venda,{(16 1) (121 2)}
luxuoso,{(16 1)}
aeronaves,{(16 1)}
helicópteros,{(16 1)}
limitou,{(16 1)}
viagens,{(16 1) (53 1) (78 1) (120 1)}
secretariado,{(16 1)}
cortou,{(16 1)}
aposentadorias,{(16 1) (40 2) (84 3)}
anteriores,{(16 1)}
despesas,{(16 1) (33 1)}
cartão,{(16 1) (121 1) (58 1)}
corporativo,{(16 1)}
comparação,{(16 1) (125 1) (71 1) (116 1) (18 1) (127 1)}
sairá,{(16 1)}
caro,{(16 1) (66 3)}
quantia,{(16 1) (18 1)}
gastos,{(16 1) (80 3) (33 1)}
sigiloso,{(16 1)}
sabendo-se,{(16 1)}
portanto,{(94 1) (45 2) (39 1) (72 1) (58 3) (16 1) (48 1) (110 1) (89 1) (106 1) (24 1) (54 1) (129 1) (18 1) (31 1)}
dinheiro,{(53 1) (99 1) (88 1) (16 2) (55 2) (89 1) (120 1) (56 1) (66 2) (18 1) (31 7) (70 1) (58 2) (121 1) (130 2) (78 3) (58 6)}
rendimentos,{(16 1) (30 1)}
mensais,{(16 1) (86 1)}
giram,{(16 1)}
receber,{(30 1) (27 1) (16 1) (78 1) (60 1) (31 2) (23 1) (119 1) (86 1) (64 2)}
acumular,{(16 1)}
capitão,{(16 1) (99 2)}
reformado,{(16 1) (71 1)}
beneficiário,{(16 1) (94 2)}
congressistas,{(16 1) (84 1)}
proteger,{(16 1) (74 1) (130 1)}
riquezas,{(16 1) (100 1)}
investir,{(16 1) (74 1) (130 1) (88 1) (66 2) (119 2)}
local,{(53 1) (75 2) (85 1) (99 1) (48 2) (131 1) (16 1) (93 1) (78 1) (85 4) (121 2) (18 1)}
tenta,{(16 1) (77 1) (103 1) (88 1) (31 1)}
estabelecer,{(16 1) (126 1) (28 1) (58 1) (50 1)}
fronteiriço,{(16 1)}
terreno,{(16 1) (20 1)}
negociações,{(16 1) (31 2) (18 1)}
despertar,{(16 1)}
consciência,{(16 1) (119 1) (66 2)}
histórica,{(16 1) (106 1) (101 1) (100 1) (33 1) (103 2)}
adormecida,{(16 1)}
cidadãos,{(16 1) (125 2) (89 1) (136 1) (88 1) (108 3)}
recentemente,{(73 1) (137 1) (130 1) (78 2) (16 2) (66 1)}
carta,{(52 1) (16 1) (30 1) (56 2) (75 2) (20 1)}
espanha,{(16 1)}
papa,{(16 1)}
solicitando,{(16 1) (113 1)}
católica,{(16 1) (29 1) (93 1)}
espanhol,{(16 1) (18 1)}
desculpassem,{(16 1)}
invasão,{(16 1) (97 1)}
colonização,{(16 1) (48 1) (51 1) (55 1)}
matança,{(16 1)}
indígenas,{(16 1) (51 1) (55 2) (75 1)}
acato,{(16 1)}
pauta,{(16 1) (131 2) (28 1) (33 1) (129 1) (98 1)}
debatido,{(16 1)}
vender,{(16 1) (56 1) (88 1)}
potências,{(16 1)}
estrangeiras,{(16 1) (133 1) (137 1)}
estratégicos,{(16 1) (51 1) (33 1)}
esvazia,{(16 1)}
cofres,{(16 1) (58 1)}
debilita,{(16 1)}
institucionalidade,{(16 1)}
liberar,{(16 1) (22 1) (51 1) (74 1)}
entrada,{(16 1) (85 1) (25 1) (119 1)}
estrangeiros,{(16 1)}
determinados,{(16 1) (51 2) (123 1)}
contrapartida,{(16 1) (80 1) (56 2) (115 1) (18 1)}
visitar,{(16 1)}
inteligência,{(16 1) (37 1) (125 1)}
potência,{(16 1)}
cia,{(16 1) (70 1)}
destacar,{(16 1) (58 1)}
belas,{(16 1)}
paisagens,{(16 1)}
tropicais,{(16 1)}
ideal,{(16 1) (80 1) (97 1)}
férias,{(16 1) (137 2) (95 1)}
platéia,{(16 1)}
milionários,{(16 1) (122 1)}
davos,{(16 1)}
projetando,{(16 1)}
imagem,{(64 1) (108 1) (121 4) (58 3) (98 1) (16 1) (60 1) (88 2) (120 1) (95 1)}
relevância,{(16 1) (129 1)}
contexto,{(64 1) (129 2) (131 2) (16 1) (58 1)}
geopolítico,{(16 1) (70 1)}
segunda,{(129 2) (108 1) (91 2) (137 1) (131 1) (126 8) (16 1) (87 1) (133 1) (86 1) (101 2) (114 1) (95 1)}
sexta,{(16 1) (125 1) (91 1) (124 1) (56 1)}
sete,{(16 1) (131 1) (23 2) (71 1)}
apresentam,{(16 1) (33 1)}
coletiva,{(16 1) (130 1) (103 1)}
tradicional,{(16 1) (136 1)}
alternativa,{(16 1) (28 1) (88 1) (40 1) (84 1) (97 1)}
levantadas,{(16 1)}
questões,{(129 2) (88 3) (78 1) (38 1) (16 2)}
temas,{(108 1) (51 1) (70 1) (131 1) (16 2)}
presentes,{(16 1) (62 1) (126 1) (69 1) (51 1)}
responder,{(16 1) (90 2) (71 1)}
aproveita,{(16 1)}
espaço,{(16 1) (28 2) (126 1) (103 1) (68 1) (66 1)}
aclarar,{(16 1)}
passos,{(16 1) (109 1) (98 1)}
articula,{(16 1) (28 1)}
utilizando,{(16 1) (126 1) (27 1)}
larga,{(16 1) (131 1)}
retórica,{(16 2)}
pausas,{(16 1)}
ponderação,{(16 1)}
expressar,{(16 1) (106 1) (88 1) (74 1)}
critica,{(53 1) (16 3) (35 1) (23 1)}
contumaz,{(16 1)}
profissionais,{(48 1) (80 1) (75 1) (121 1) (70 1) (16 2)}
mídia,{(16 1) (125 1) (58 1) (88 1) (68 2) (38 1) (22 1)}
desqualificando,{(16 1)}
meios,{(16 1) (22 1) (80 1)}
prefere,{(16 1) (71 1)}
comunicar-se,{(16 1)}
grupos,{(131 2) (76 1) (75 2) (80 2) (16 1) (51 2) (28 1) (88 2) (97 1)}
whatsapp,{(64 1) (16 1) (55 1) (85 1) (52 1)}
instrumentos,{(16 1) (70 1) (130 1) (87 1)}
utilizados,{(16 2) (74 1)}
suspeita,{(16 1)}
irregularidades,{(16 1) (53 1) (34 1)}
contratação,{(16 1) (55 3) (130 1)}
envio,{(16 1) (31 1)}
realiza,{(16 1)}
vivo,{(16 1) (107 1) (60 1) (58 1) (70 1) (65 1) (95 1)}
página,{(16 1) (29 1) (72 1) (51 1) (50 1)}
meia,{(16 1) (53 4)}
presença,{(126 1) (108 1) (121 1) (65 1) (131 1) (51 4) (16 2)}
frases,{(16 1) (27 1) (108 1) (55 1)}
curtas,{(16 1)}
pouco,{(76 1) (58 1) (122 1) (84 1) (66 1) (112 1) (60 2) (74 1) (56 1) (54 1) (78 2) (66 2) (95 1) (85 1) (131 1) (116 1) (52 1) (98 1) (80 1) (16 1) (75 1) (130 2) (86 1)}
conexas,{(16 1)}
feitos,{(16 1) (53 1) (22 1) (121 1)}
vislumbra,{(16 1) (124 1)}
futuro,{(33 2) (109 1) (30 1) (71 1) (70 1) (94 2) (130 1) (16 1) (74 1) (69 2)}
parlamentar,{(109 1) (58 1) (16 1) (28 1) (56 2) (60 1) (55 1) (63 1)}
renunciar,{(16 1)}
foro,{(16 1)}
privilegiado,{(16 1)}
vias,{(16 1) (97 1)}
estendida,{(16 1)}
funcionários,{(16 1) (52 1) (120 1) (58 2)}
públicos,{(16 1) (80 1) (110 1) (119 1) (52 1) (33 1) (58 3)}
severas,{(16 1) (45 1)}
relativas,{(16 1) (101 1)}
fraudes,{(16 2) (129 1)}
eleitorais,{(33 1) (16 2) (129 1)}
desvio,{(16 1)}
verbas,{(16 1)}
nomeou,{(16 1)}
posto,{(16 1) (56 1) (66 2) (58 7) (131 1) (52 1)}
relativizar,{(16 1) (88 1)}
caixa,{(16 1) (86 1) (137 1)}
contabilizado,{(16 1)}
campanhas,{(16 1)}
sugerir,{(16 1)}
conselho,{(40 1) (99 1) (131 1) (49 1) (17 1) (66 1) (16 1) (80 1) (110 2)}
